Judul Lagu,Lirik
Ndarboy Genk – Marai Budreg,ngene lah ngono lah koyo ngene aku alah aku de’ aku ikhlas trimo meneng wae piy kudu piy tresnoku pancen anan aku tenan kadung berkorb meh bertah rakuat ten remok ajur mur tyoku milih mutu pancen jal rausah nesun reti ujung bakal bubar pancen mung marai budreg aku kudu mandeg lanjutk langkah ati teteg piy kudu piy tresnoku pancen anan aku tenan kadung berkorb meh bertah rakuat ten remok ajur mur tyoku milih mutu pancen jal rausah nesun reti ujung bakal bubar pancen mung marai budreg aku kudu mandeg lanjutk langkah ati teteg pancen jal rausah nesun reti ujung bakal bubar pancen mung marai budreg aku kudu mandeg lanjutk langkah ati teteg mugo gusti margi jodo mantep
Difarina Indra – Paringono Sabar,kow wis kelingan janjimu naliko pacar rabakal nggalk naj akeh pacob angon roso yang anti pelam jebul janjimu rabiso gugu wis pasrahk urip matiku janjimu mbiyen bakal nggalk nyatan janjimu amung lamb duh gusti naj mpun bubar pargo bar gusti ampun antos ambyar lakonku wis sel berjuang wis bacut yang tapi aku dia tggalk jebul janjimu rabiso gugu wis pasrahk urip matiku janjimu mbiyen bakal nggalk nyatan janjimu amung lamb duh gusti naj mpun bubar pargo bar gusti ampun antos ambyar lakonku wis sel berjuang wis bacut yang tapi aku dia tggalk duh gusti naj mpun bubar pargo bar gusti ampun antos ambyar lakonku wis sel berjuang wis bacut yang tapi aku dia tggalk
Suci Tacik – Ngenes Tanpo Riko,magih tah elg bengen wayah sun ndg guyon loron koyo ono mang magih tah elg riko isun matri janji bareng urip neng bareng iki wangsewang riko pgin urip dewek ambi pendiri riko iki isun biso par mung siji hang pgin sun mpekaken isun enes isun enes isun enes urip tanpo riko sun magih elg bengen riko sun ndg guyon loron koyo ono mang sun magih elg riko isun matri janji bareng pengen urip bareng iki wangsewang riko pgin urip dewek ambi pendiri riko iki isun biso par mung siji hang pgin sun mpekaken iki wangsewang riko pgin urip dewek ambi pendiri riko iki isun biso par mung siji hang pgin sun mpekaken isun enes isun enes isun enes urip tanpo riko isun enes isun enes isun enes urip tanpo riko isun enes isun enes isun enes urip tanpo riko isun enes isun enes isun enes urip tanpo riko
Safira Inema – Lintang Nduwur Kutho,koyo wgi bebareng nrabas wengi gandheng tanganmu esemmu geter ati naliko sirahku sendh ono bahu wang tresnamu kroso gubet ati wong bagus atiku tertarik ltang melu liraklirik wong bagus ojo njiwatnjiwit ltang melu mobat mabit nady mung tip atiku mbok wolak walik nang soyo pengen baleni ltang nduwur kutho ncar ncar gugah crito sliramu kono kangen kroso ltang patg glebyar dadaku soyo geser drijiku drijimu eneng crito pomo sliramu iki ono ndhgku aras pipimu enggo ngu impi koyo wgi bebareng nrabas wengi gandheng tanganmu esemmu geter ati naliko sirahku sendh ono bahu wang tresnamu kroso gubet ati wong bagus atiku tertarik ltang melu liraklirik wong bagus ojo njiwatnjiwit ltang melu mobat mabit nady mung tip atiku mbok wolak walik nang soyo pengen baleni ltang nduwur kutho ncar ncar gugah crito sliramu kono kangen kroso ltang patg glebyar dadaku soyo geser drijiku drijimu eneng crito pomo sliramu iki ono ndhgku aras pipimu enggo ngu impi
Alvi Ananta – Aku Cah Bakoh,bad pontang pantgk meh model piy kulo mung manut dalen gusti nentokn mboten ajeng mbat kulo tasih kuat mangat mboten njepat bad pontang pantgk meh model piy kulo mung manut dalen gusti nentokn mboten ajeng mbat kulo tasih kuat mangat mboten njepat gusti kulo tasih mangat adepi kabeh kulo tasih bakoh amergo kulo seleh mboten ajeng mbat gusti mboten sah kuwatir kulo masih mangat hgga di titik akhir kabeh pancen terbaik nggo aku matur suwun gusti mpun uatk atiku cewa lara duka nang susah bahagia mua ku rasa hgga aku pun berdaya bad pontang pantgk meh model piy kulo mung manut dalen gusti nentokn mboten ajeng mbat kulo tasih kuat mangat mboten njepat matursuwun gusti matursuwun nget mpun pargi ati kuat go banget nompo kasunyat soyo ugal ugal aku mundur aku tetap siap tempur paribas nandur telo isor wet gedang aku kudu lilo ikhlas golek dal padang bokdo mang mang tupat jo lali pyuri nten mbok menawi lepat kawulo nyuwun ampunten bad pontang pantgk meh model piy kulo mung manut dalen gusti nentokn mboten ajeng mbat kulo tasih kuat mangat mboten njepat bad pontang pantgk meh model piy kulo mung manut dalen gusti nentokn mboten ajeng mbat kulo tasih kuat mangat mboten njepat bad pontang pantgk meh model piy kulo mung manut dalen gusti nentokn mboten ajeng mbat kulo tasih kuat mangat mboten njepat bad pontang pantgk meh model piy kulo mung manut dalen gusti nentokn mboten ajeng mbat kulo tasih kuat mangat mboten njepat
Vita Alvia – Rungokno Aku,aku jengkel mbok putusi dew madep aku rungok aku aku ra mung konco entekk wektu aku nelongso we nangis yang padahal aku ra neng endi endi mung coro pemikiranmu liru kabeh omong mbok lebokn atimu aku ra pengen dih yang soyo suw kudun soyo yang hubung ojo gaw pelik percoyo aku ra ketan ithik siji sij spah rao liyan ambruk cagakku nuruti kabeh angen angenmu aku kabeh mung tibakn neng aku naj dal ra alus pentg aku wani terus aku ra pengen dih yang soyo suw kudun soyo yang hubung ojo gaw pelik percoyo aku ra ketan ithik siji sij spah rao liyan ambruk cagakku nuruti kabeh angen angenmu aku kabeh mung tibakn neng aku naj dal ra alus pentg aku wani terus sugeng dalu widodari ojo nangis tibo mburi kartoyo medot janji rungok aku nduw ati sugeng dalu widodari ojo nangis tibo mburi kartoyo medot janji rungok aku nduw ati rungok aku nduw ati
Hana Monina – Wes Tatas,elg elg biyen tau omong arep ancani aku tek pungkas urku saikine kow nggal janj ibarat banyu mili tek goro cubo dadi aku kuat po atimu mesti kow mbat kuat aku uwes pengen loro atiku tenang anggep ilang layang tatas tondo tresnoku pungkas mabur duwur alang alang tibo dadi nang kow eman eman nggalk roso lar takdir aku ikhlas aku pasrah alah cubo dadi aku kuat po atimu mesti kow mbat kuat aku uwes pengen loro atiku tenang anggep ilang layang tatas tondo tresnoku pungkas mabur duwur alang alang tibo dadi nang kow eman eman nggalk roso lar takdir aku ikhlas aku pasrah alah cubo dadi aku kuat po atimu mesti kow mbat kuat aku uwes pengen loro atiku tenang anggep ilang layang tatas tondo tresnoku pungkas mabur duwur alang alang tibo dadi nang kow eman eman nggalk roso lar takdir aku ikhlas aku pasrah alah layang tatas tondo tresnoku pungkas mabur duwur alang alang tibo dadi nang kow eman eman nggalk roso lar takdir aku ikhlas aku pasrah alah
Anggun Pramudita – Lungo’O,aku lilo uwes iso nompo lungamu mergo wong liyo iseh kelingan ro aku seng tau ancani susah nangmu nyata elarani ati kabeh janji manismu ono bukti aku ra mekso dadi jodoku seng jalok tulus seko atimu pancen sliramu kui tulus tres aku ra bakal lungani aku mergo kurangku opo aku gondeli nggo opo aku getuni jodoh rejeki neng tangan gusti lungo’o pancen kow ra tres timbang neng kene jebul mung pekso aku lilo uwes iso nompo lungamu mergo wong liyo aku ra mekso dadi jodoku seng jalok tulus seko atimu pancen sliramu kui tulus tres aku ra bakal lungani aku mergo kurangku opo aku gondeli nggo opo aku getuni jodoh rejeki neng tangan gusti lungo’o pancen kow ra tres timbang neng kene jebul mung pekso aku lilo uwes iso nompo lungamu mergo wong liyo lungo’o pancen kow tres timbang neng kene jebul mung pekso aku lilo uwes iso nompo lungamu mergo wong liyo lungamu mergo wong liyo lungamu mergo wong liyo
Esa Risty – OTW (Omong Taek We),ancen otw omong taek we wehi ati malah larani ku arep cta teko luka jar tia tibak mendua mbok anggep atiku art yangku tulung ertio aku berjuang wis mati mati kabeh wis mbok ucapn ra ono nyatan omong wis benci masa lalun isih wae stalkg mantan wis kadung yang yang anggep pel tanpa kow dar diri sering gaw loro ati ancen otw omong taek we wehi ati malah larani ku arep cta teko luka jar tia tibak mendua kabeh wis mbok ucapn ra ono nyatan omong wis benci masa lalun isih wae stalkg mantan wis kadung yang yang anggep pel tanpa kow dar diri sering gaw loro ati ancen otw omong taek we wehi ati malah larani ku arep cta teko luka jar tia tibak mendua ancen otw omong taek we wehi ati malah larani ku arep cta teko luka jar tia tibak mendua jar tia tibak mendua jar tia tibak mendua
Yeni Inka – Iseh Dewe,kow takon aku opo aku iseh dew mergo neng atiku yo mung ono kow ra gampang elalekn kabeh nangan dew butuh tenogo wektu mpai muanya berlalu mungk kow iso golek penggantiku pastekn rao tres koyo tresnoku kow ojo omong tres akhir lungo kow ojo omong yang akhir ilang tulung mesak atiku kadung jeru nresnani awakmu atiku kadung tres mung mbok gaw loro atiku kadung yang mung mbok anggep gampang naj atiku lang pengalam ojo terulang mungk kow iso golek penggantiku pastekn rao tres koyo tresnoku kow ojo omong tres akhir lungo kow ojo omong yang akhir ilang tulung mesak atiku kadung jeru nresnani awakmu atiku kadung tres mung mbok gaw loro atiku kadung yang mung mbok anggep gampang naj atiku lang pengalam ojo terulang kow ojo omong tres akhir lungo kow ojo omong yang akhir ilang tulung mesak atiku kadung jeru nresnani awakmu atiku kadung tres mung mbok gaw loro atiku kadung yang mung mbok anggep gampang naj atiku lang pengalam ojo terulang naj atiku lang pengalam ojo terulang
Safira Inema – Akhire Cidro,mendal rasa dodho naliko kow teko gowo tres atimu mbiyen aku kondho ojo asih tres marang aku nuli loro mergo tres hooo hooo penjalukanmu njaluk atimu kow gaw tres aku tres jogo simpen dodho neng akhir kow cidro piy dadi ngene tresnaku kow gaw kow gaw aku tres kow liyo kurang to aku kow nyidrani mbiyen aku uwis kondho ojo gaw tres mbang ati wis mbok sirami kow ggaw mati ati wis mbok gaw tres neng dadi loro mbok gaw bgung atiku ibarat mbang layu ikhlas ati aku nerimo yes wis dal kuoso trimo lelakon aku kow gusti erti penjalukanmu njaluk atimu kow gaw tres aku tres jogo simpen dodho neng akhir kow cidro piy dadi ngene tresnaku kow gaw kow gaw aku tres kow liyo kurang to aku kow nyidrani mbiyen aku uwis kondho ojo gaw tres mbang ati wis mbok sirami kow ggaw mati ati wis mbok gaw tres neng dadi loro mbok gaw bgung atiku ibarat mbang layu ikhlas ati aku nerimo yes wis dal kuoso trimo lelakon aku kow gusti erti
Putri Kristya – Kahanan,kahananku pamakn koyo cahyang bul kalg mego peteng koyo aneng luwang suwung sepi tan ono biso angluwari panandangg ati jerit tangis atiku tetes luh pipiku roso nelongso sliramu megatk tres ibarat mbang layu tanpo kbang asmoro aku bacut tres tggal lungo langut wanci wengi rino atiku nelongso putus taling janji kow nggal mbang tres loro larang ati nady loro aku nerimo sliramu cidro janji tego nggal aku lungo lilakk lungamu nady abot jrong rasaku pepes wotg atiku sayat welas tresnamu nady adoh dunungmu ojo anti lalekk aku nang sliramu dadi memanik kalbu paman kow bali nambani larang ati dhek semono enteni kow bali bebareng nyambung tres dhek semono jerit tangis atiku tetes luh pipiku roso nelongso sliramu megatk tres ibarat mbang layu tanpo kbang asmoro aku bacut tres tggal lungo langut wanci wengi rino atiku nelongso putus taling janji kow nggal mbang tres loro larang ati nady loro aku nerimo sliramu cidro janji tego nggal aku lungo lilakk lungamu nady abot jrong rasaku pepes wotg atiku sayat welas tresnamu nady adoh dunungmu ojo anti lalekk aku nang sliramu dadi memanik kalbu paman kow bali nambani larang ati dhek semono enteni kow bali bebareng nyambung tres dhek semono
Loro Ati Official – Luphut,wis pirang taun mlaku bareng iket tres jogo atiku wong liyo saling berjanji hidup mati takk terpisahk mpai tua nanti puron aku lah kabeh dudu karepanku pomo wae dew biso nyawiji menjalani sisa hidup mpai mati luphut margi roso slirahmu tandur tres malah asilk loro kurang aku marang slirahmu tegon tresnoku gaw cidro duh kangmas nyuwun pangapuro ono niat gaw loro ktenan atiku yo cidro wongtuoku milih wong liyo puron aku lah kabeh dudu karepanku pomo wae dew biso nyawiji menjalani sisa hidup mpai mati luphut margi roso slirahmu tandur tres malah asilk loro kurang aku marang slirahmu tegon tresnoku gaw cidro duh kangmas nyuwun pangapuro ono niat gaw loro ktenan atiku yo cidro wongtuoku milih wong liyo luphut margi roso slirahmu tandur tres malah asilk loro kurang aku marang slirahmu tegon tresnoku gaw cidro duh kangmas nyuwun pangapuro ono niat gaw loro ktenan atiku yo cidro wongtuoku milih wong liyo wongtuoku milih wong liyo
Sasya Arkhisna – Nate Tresno,biyen nat tres naj akhir loro tansah kelingan naliko dadi mant endah paras esemmu tulus roso neng atiku naj akhir ko pelekk tompo trimo mugo cepet ulih penggantiku ra perlu bgung mikirk dudu dalan durung takdir ra perlu bgung mikirk durung jodon kabeh ono garis biyen nat tres naj akhir loro tansah kelingan naliko dadi mant endah paras esemmu tulus roso neng atiku naj akhir ko pelekk tompo trimo mugo cepet ulih penggantiku ra perlu bgung mikirk dudu dalan durung takdir ra perlu bgung mikirk durung jodon kabeh ono garis ra perlu bgung mikirk dudu dalan durung takdir ra perlu bgung mikirk durung jodon kabeh ono garis kabeh ono garis
Dhe Baz – Lelakonku,udan ra terang terang langit mendung rao ltang abot lelakonku peteng ndedet uripku rjo adoh par amergo kahan karu pancen aku wong ra nduw rono ren mung sepelekn pren suwen durung nat rasakn urip mulyo gaw bungah wongtuo ra kuat ati pengen mbat rino wengi ndongo mboten ndat ra lilo ati trimo awakku mung siosio mugi gusti mireng tangis neng ati kulo bat loro sawang sisih moto sawang sisih moto pancen aku wong ra nduw rono ren mung sepelekn pren suwen durung nat rasakn urip mulyo gaw bungah wongtuo ra kuat ati pengen mbat rino wengi ndongo mboten ndat ra lilo ati trimo awakku mung siosio mugi gusti mireng tangis neng ati kulo bat loro sawang sisih moto
Woro Widowati – Full Senyum Sayang,mbok yo full senyum yang aku soyo tambah yang rasah pusg pusg gek ndang dand ayo healg bukan aku peduli tapi pancen kodemu angel pahami omongo wae kabeh anan podo penak upayak kabeh penjalukmu tapi tulung erteni kahananku aku dudu turun balung ged turah warisan ben dino raimu peteng dedet marai sirah met ati tambah ruwet kabeh ra daden ladeni iso geger geden mbok yo full senyum yang aku mangat berjuang ojo nuruti gengsimu jelas jelas aku ndak mampu mbok yo full senyum yang aku soyo tambah yang rasah pusg pusg gek ndang dand ayo healg ben dino raimu peteng dedet marai sirah met ati tambah ruwet kabeh ra daden ladeni iso geger geden mbok yo full senyum yang aku mangat berjuang ojo nuruti gengsimu jelas jelas aku ndak mampu oh mbok yo full senyum yang aku soyo tambah yang rasah pusg pusg gek ndang dand ayo healg mbok yo full senyum yang aku mangat berjuang ojo nuruti gengsimu jelas jelas aku ndak mampu mbok yo full senyum yang aku soyo tambah yang rasah pusg pusg gek ndang dand ayo healg rasah pusg pusg gek ndang dand ayo healg ayo healg
Syahiba Saufa – Iso Tanpo Kowe,adem wengi elgk spah janji wis mbok blenjani kow cah bagus wis gaw tatu teko neng uripku milir ang dalu elgk esem guyu soyo nambah jeru jeru tembus neng dodo mergo mbok tggal kow milih wong liyo ra elgi sopo ancani sopo nulungi pas kow susah ati iki wis bedo kow nggal lungo soyo nambahi loro pancen dalan kuat kuatk ikhlas ikhlask bakal buktekn dongaku kow langgeng lawas aku iso tanpo kow adem wengi elgk spah janji wis mbok blenjani kow cah bagus wis gaw tatu teko neng uripku milir ang dalu elgk esem guyu soyo nambah jeru jeru tembus neng dodo mergo mbok tggal kow milih wong liyo ra elgi sopo ancani sopo nulungi pas kow susah ati iki wis bedo kow nggal lungo soyo nambahi loro pancen dalan kuat kuatk ikhlas ikhlask bakal buktekn dongaku kow langgeng lawas aku iso tanpo kow dongaku kow langgeng lawas aku iso tanpo kow
Esa Risty – Bojoku Lungo,aku ra erti lungamu neng endi bali bali pirang pirang sasi wul nikah aku dewe awakmu lungo atiku rontoronto neng rung tuwuk tau pethuk rino law wengi elamun itung … kangen turu dew rao kancan terus piy keye ngene bojoku enggal balio bojoku ojo terus lungo aku lak kondo usah lungo urip deso nady koyo opo bojoku enggal balio bojoku ojo terus lungo aku lak kondo usah lungo urip deso nady koyo opo aku ra erti lungamu neng endi bali bali pirang pirang sasi wul nikah aku dewe awakmu lungo atiku rontoronto neng rung tuwuk tau pethuk rino law wengi elamun itung … kangen turu dew rao kancan terus piy keye ngene aku ra erti lungamu neng endi bali bali pirang pirang sasi bojoku enggal balio bojoku ojo terus lungo aku lak kondo usah lungo urip deso nady koyo opo bojoku enggal balio bojoku ojo terus lungo aku lak kondo usah lungo urip deso nady koyo opo aku ra erti lungamu neng endi bali bali pirang pirang sasi
Derradru – Penakke Wae,gek wgenani malem mggon ro kow tanganku tok genggem jar tresnomu aku wgi kahanan sringah ten lah iki ajak bubar alesanmu wagu ten koyo rao liyan neng kene aku leren leh mikirk kow padahal kow elarani aku nggalk aku milih wong liyo mbok pikir bakal muyo iki kow neng neng rono ren yangmu anyar kae aku kene nambani loroku mari mari hooo iki kow bungah bungah updat status pamer yangmu anyar kae penakk wae aku dadi erti tresnamu ra tulus suci koyo rao liyan neng kene aku leren leh mikirk kow padahal kow elarani aku nggalk aku milih wong liyo mbok pikir bakal mulyo iki kow neng neng rono ren yangmu anyar kae aku kene nambani loroku mari mari hooo iki kow bungah bungah updat status pamer yangmu anyar kae penakk wae aku dadi erti tresnamu ra tulus suci penakk wae dongakn kow ayem tentrem klawas
